haemonchus placei	pl	SPACE
haematopinus suis	pl	SPACE
haematobia irritans	pl	SPACE
haemaphysalis punctata	pl	SPACE
haemaphysalis longicornis	pl	SPACE
gyrodactylus salaris	pl	SPACE
gypsophila paniculata	pl	SPACE
gwiazdy zmienne	pl	SPACE
gwiazdosz potrójny	pl	SPACE
gwiazdosz koronowaty	pl	SPACE
gwiazda zmienna	pl	SPACE
gwiazda wieloporowata	pl	SPACE
gwiazda podwójna	pl	SPACE
gwiazda neutronowa	pl	SPACE
gwiazda dawida	pl	SPACE
gwarancja jakości	pl	SPACE
guz ziarnistokomórkowy	pl	SPACE
guz wydzielający vip	pl	SPACE
guz potta	pl	SPACE
guz pancoasta	pl	SPACE
guzowata choroba skóry	pl	SPACE
guz olbrzymiokomórkowy kości	pl	SPACE
guz insulinowy	pl	SPACE
guzik z pętelką	pl	SPACE
guz ewinga	pl	SPACE
guzek reumatoidalny	pl	SPACE
guz brennera	pl	SPACE
guzak korzeniowy	pl	SPACE
guz abrikosowa	pl	SPACE
gurdlina ogórkowata	pl	SPACE
gurami olbrzymi	pl	SPACE
gurami mozaikowy	pl	SPACE
gurami całujący	pl	SPACE
guniak czerwczyk	pl	SPACE
gumy roślinne	pl	SPACE
gumowe ucho	pl	SPACE
gumowe drzewo	pl	SPACE
guma naturalna	pl	SPACE
guma karaya	pl	SPACE
gulden holenderski	pl	SPACE
gujawa pospolita	pl	SPACE
gsh (glutation zredukowany)	pl	SPACE ) (
gsh (glutation zredukowany)	pl	) SPACE (
grzyby wodne	pl	SPACE
grzyby wielkoowocnikowe	pl	SPACE
grzyby podstawkowe	pl	SPACE
grzyby pączkujące	pl	SPACE
grzyby owadobójcze	pl	SPACE
grzyby niszczące nicienie	pl	SPACE
grzyby mikroskopijne	pl	SPACE
grzyby jadalne	pl	SPACE
grzyby halucynogenne	pl	SPACE
grzyby głowniowe	pl	SPACE
grzyby antagonistyczne	pl	SPACE
grzyb skalny	pl	SPACE
grzyb kapeluszowy	pl	SPACE
grzybieńczyk wodny	pl	SPACE
grzybicze zapalenie skóry	pl	SPACE
grzybica wapienna	pl	SPACE
grzybica skórna	pl	SPACE
grzybica otorbielakowa	pl	SPACE
grzybica czarna	pl	SPACE
grzyb glebowy	pl	SPACE
grzyb atomowy	pl	SPACE
grzechy główne	pl	SPACE
grzech śmiertelny	pl	SPACE
grzechotnik teksaski	pl	SPACE
gry wojenne	pl	SPACE
gry wideo	pl	SPACE
grypa żołądkowa	pl	SPACE
grypa ptaków	pl	SPACE
grypa jelitowa	pl	SPACE
grypa azjatycka	pl	SPACE
gry komputerowe	pl	SPACE
gry hazardowe	pl	SPACE
gruźlica zwierząt	pl	SPACE
gruźlica układu moczowo-płciowego	pl	- SPACE
gruszka żarowa	pl	SPACE
gruszka (owoc)	pl	SPACE ) (
gruszka (owoc)	pl	) SPACE (
grusza pospolita	pl	SPACE
grusza piaskowa	pl	SPACE
grupy nacisku	pl	SPACE
grupy etniczne	pl	SPACE
grupy balinta	pl	SPACE
grupa z rio	pl	SPACE
grupa zadaniowa	pl	SPACE
grupa wyszehradzka	pl	SPACE
grupa robocza	pl	SPACE
grupa religijna	pl	SPACE
grupa nitrowa	pl	SPACE
grupa nacisku	pl	SPACE
grupa karbonylowa	pl	SPACE
grupa karboksylowa	pl	SPACE
grupa kapitałowa	pl	SPACE
grupa fenylowa	pl	SPACE
grupa dyskusyjna	pl	SPACE
grupa docelowa	pl	SPACE
grupa aminowa	pl	SPACE
grupa 77	pl	SPACE
grunty komunalne	pl	SPACE
grunt porolny	pl	SPACE
gruczoł zwierzęcy	pl	SPACE
gruczoły przędne	pl	SPACE
gruczoły łojowe	pl	SPACE
gruczoł tarczowy	pl	SPACE
gruczoł łzowy	pl	SPACE
gruczolistość zewnętrzna	pl	SPACE
gruczolistość śródmaciczna	pl	SPACE
gruczolak wielopostaciowy	pl	SPACE
gruczolak wątrobowokomórkowy	pl	SPACE
gruczolak przysadki	pl	SPACE
gruchacz siwoskrzydły	pl	SPACE
grubo ciosany	pl	SPACE
gruba zwierzyna	pl	SPACE
gruba kreska	pl	SPACE
groźba karalna	pl	SPACE
grotnik czerwony	pl	SPACE
grosz praski	pl	SPACE
groszek wschodniokarpacki	pl	SPACE
groszek wiosenny	pl	SPACE
groszek szerokolistny	pl	SPACE
groszek ptysiowy	pl	SPACE
groszek bulwiasty	pl	SPACE
groszek błotny	pl	SPACE
gronkowcowy zespół oparzeniowy skóry	pl	SPACE
groch zwyczajny (warzywo)	pl	SPACE ) (
groch zwyczajny (warzywo)	pl	) SPACE (
groch włoski	pl	SPACE
groch (warzywo)	pl	SPACE ) (
groch (warzywo)	pl	) SPACE (
groch siewny	pl	SPACE
groch polny	pl	SPACE
grobowa cisza	pl	SPACE
grób nieznanego żołnierza	pl	SPACE
grevillea robusta	pl	SPACE
gra zespołowa	pl	SPACE
gra w zielone	pl	SPACE
gra wstępna	pl	SPACE
grawitacja zerowa	pl	SPACE
grawitacja kwantowa	pl	SPACE
gra pojedyncza	pl	SPACE
gra podwójna	pl	SPACE
gra planszowa	pl	SPACE
graphium ulmi	pl	SPACE
granik wielki	pl	SPACE
granice terytorialne	pl	SPACE
granica faz powietrze-woda	pl	SPACE -
granica faz powietrze-woda	pl	- SPACE
granica faz lód-woda	pl	SPACE -
granica faz lód-woda	pl	- SPACE
graniastosłup prosty	pl	SPACE
graniastosłup prawidłowy	pl	SPACE
grandilla (owoc)	pl	SPACE ) (
grandilla (owoc)	pl	) SPACE (
granat (roślina)	pl	SPACE ) (
granat (roślina)	pl	SPACE ( )
granat (roślina)	pl	) SPACE (
granatnik przeciwpancerny	pl	SPACE
gra mieszana	pl	SPACE
gramatyka porównawcza	pl	SPACE
gramatyka kategorialna	pl	SPACE
gramatyka historyczna	pl	SPACE
gra komputerowa	pl	SPACE
gra hazardowa	pl	SPACE
grafika wektorowa	pl	SPACE
grafika trójwymiarowa	pl	SPACE
grafika rastrowa	pl	SPACE
grafika 3d	pl	SPACE
graficy komputerowi	pl	SPACE
graduał jana olbrachta	pl	SPACE
grać na nerwach	pl	SPACE
grab pospolity	pl	SPACE
gps (globalny system lokalizacji)	pl	SPACE ) (
gps (globalny system lokalizacji)	pl	) SPACE (
goździk pyszny	pl	SPACE
goździkowe drzewo	pl	SPACE
goździki (przyprawa)	pl	SPACE ) (
goździki (przyprawa)	pl	) SPACE (
goździk chiński	pl	SPACE
goździk brodaty	pl	SPACE
goździeniec okółkowy	pl	SPACE
gotowość do zapobiegania skutkom klęsk żywiołowych	pl	SPACE
gotowanie na parze	pl	SPACE
gotowanie mikrofalowe	pl	SPACE
gossypium tomentosum	pl	SPACE
gossypium peruvianum	pl	SPACE
gossypium hirsutum	pl	SPACE
gossypium herbaceum	pl	SPACE
gossypium barbadense	pl	SPACE
gossypium arboreum	pl	SPACE
gospodarstwo pomocnicze	pl	SPACE
gospodarstwo karłowate	pl	SPACE
gospodarstwo indywidualne	pl	SPACE
gospodarstwa rolne	pl	SPACE
gospodarka żywnościowa	pl	SPACE
gospodarka zasobami rybnymi	pl	SPACE
gospodarka towarowa	pl	SPACE
gospodarka socjalistyczna	pl	SPACE
gospodarka rolno-leśna	pl	SPACE -
gospodarka rolno-leśna	pl	- SPACE
gospodarka rolna	pl	SPACE
gospodarka regionalna	pl	SPACE
gospodarka przemysłowa	pl	SPACE
gospodarka materiałowa	pl	SPACE
gospodarka łowiecka	pl	SPACE
gospodarka kolektywna	pl	SPACE
gospodarka intensywna	pl	SPACE
gospodarka gruntami	pl	SPACE
gospodarka finansowa	pl	SPACE
gorzka pigułka	pl	SPACE
goryl zachodni	pl	SPACE
goryl wschodni	pl	SPACE
góry izerskie	pl	SPACE
góry fałdowe	pl	SPACE
goryczka trojeściowa	pl	SPACE
goryczel jastrzębcowaty	pl	SPACE
goryczak żółciowy	pl	SPACE
gorsza połowa	pl	SPACE
górówka manto	pl	SPACE
góropatwa skalna	pl	SPACE
górny śląsk	pl	SPACE
górnictwo węglowe	pl	SPACE
górnictwo morskie	pl	SPACE
górka rozrządowa	pl	SPACE
gorczyca polna	pl	SPACE
góralek zaroślowy	pl	SPACE
góralek syryjski	pl	SPACE
góralek przylądkowy	pl	SPACE
góralek drzewny	pl	SPACE
gorączka skalna	pl	SPACE
gorączka rio grande	pl	SPACE
gorączka powrotna	pl	SPACE
gorączka połogowa	pl	SPACE
gorączka pięciodniowa	pl	SPACE
gorączka od ugryzienia szczura	pl	SPACE
gorączka krwotoczna	pl	SPACE
gorączka krwotoczna krymsko-kongijska	pl	SPACE -
gorączka krwotoczna krymsko-kongijska	pl	- SPACE
gorączka kozia	pl	SPACE
gorączka gibraltarska	pl	SPACE
gorączka falująca	pl	SPACE
gorączka chikungunya	pl	SPACE
gorący czas	pl	SPACE
gondola silnikowa	pl	SPACE
goły jak święty turecki	pl	SPACE
gol samobójczy	pl	SPACE
gołomianka duża	pl	SPACE
gółka długoostrogowa	pl	SPACE
goliat płochliwy	pl	SPACE
golec zwyczajny	pl	SPACE
gołąb miejski	pl	SPACE
gołąb domowy	pl	SPACE
gojenie się	pl	SPACE
godz.	pl	.
godzina święta	pl	SPACE
gnu pręgowane	pl	SPACE
gnorimoschema operculella	pl	SPACE
gnieźnik leśny	pl	SPACE
gnicie (biodegradacja)	pl	SPACE ) (
gnicie (biodegradacja)	pl	) SPACE (
gnetum gnemon	pl	SPACE
g-moll	pl	-
gmina rolnicza	pl	SPACE
gmina miejska	pl	SPACE
gmachówka drzewotoczna	pl	SPACE
gmachówka cieśla	pl	SPACE
glycyrrhiza glabra	pl	SPACE
glycine ussuriensis	pl	SPACE
glycine max	pl	SPACE
glycine hispida	pl	SPACE
glycine apios	pl	SPACE
głuptak zwyczajny	pl	SPACE
głuptak przylądkowy	pl	SPACE
głuptak niebieskonogi	pl	SPACE
głupi jak cap	pl	SPACE
głupi jak but	pl	SPACE
głuchy telefon	pl	SPACE
głowomłot pospolity	pl	SPACE
główny urząd statystyczny	pl	SPACE
główny kompleks zgodności tkankowej	pl	SPACE
głowa kościoła	pl	SPACE
głowacz pręgopłetwy	pl	SPACE
głowacz pospolity	pl	SPACE
głos wołającego na puszczy	pl	SPACE
głosowanie jawne	pl	SPACE
głóg włoski	pl	SPACE
głód tlenowy	pl	SPACE
globulina odpornościowa	pl	SPACE
globalny system lokalizacji	pl	SPACE
globalizacja gospodarki	pl	SPACE
glista końska	pl	SPACE
glista kocia	pl	SPACE
gliniane ręce	pl	SPACE
glikozyd cyjanogenny	pl	SPACE
glikoproteina p	pl	SPACE
glikogenoza typu ii	pl	SPACE
glejak wielopostaciowy	pl	SPACE
gleby murszowe	pl	SPACE
gleby kwaśne	pl	SPACE
gleby górskie	pl	SPACE
gleby bielicoziemne	pl	SPACE
głęboki sen	pl	SPACE
głębia ostrości	pl	SPACE
gleba zrekultywowana	pl	SPACE
gleba zerodowana	pl	SPACE
gleba żelazowo-gipsowa	pl	SPACE -
gleba żelazowo-gipsowa	pl	- SPACE
gleba zasadowa słona	pl	SPACE
gleba zalewiskowa	pl	SPACE
gleba wyżynna	pl	SPACE
gleba wydmowa	pl	SPACE
gleba wulkaniczna	pl	SPACE
gleba wrzosowisk	pl	SPACE
gleba warstwowa	pl	SPACE
gleba wapienna	pl	SPACE
gleba tropikalna	pl	SPACE
gleba szklarniowa	pl	SPACE
gleba sodowa	pl	SPACE
gleba słono-sodowa	pl	SPACE -
gleba słono-sodowa	pl	- SPACE
gleba słona	pl	SPACE
gleba serpentyninowa	pl	SPACE
gleba sadownicza	pl	SPACE
gleba reliktowa	pl	SPACE
gleba rdzawa	pl	SPACE
gleba pylasta	pl	SPACE
gleba pustynna	pl	SPACE
gleba pumeksowa	pl	SPACE
gleba przybrzeżna	pl	SPACE
gleba preriowa	pl	SPACE
gleba popiołów wulkanicznych	pl	SPACE
gleba polodowcowa	pl	SPACE
gleba podzwrotnikowa	pl	SPACE
gleba płowa	pl	SPACE
gleba piaszczysta	pl	SPACE
gleba pastwiskowa	pl	SPACE
gleba obszaru leśnego	pl	SPACE
gleba nawadniana	pl	SPACE
gleba mułowa	pl	SPACE
gleba morenowa	pl	SPACE
gleba montmorylonitowa	pl	SPACE
gleba mineralna	pl	SPACE
gleba leśna	pl	SPACE
gleba łąkowa	pl	SPACE
gleba kredowa	pl	SPACE
gleba kopalna	pl	SPACE
gleba klimatu suchego	pl	SPACE
gleba klimatu półsuchego	pl	SPACE
gleba hydromorficzna	pl	SPACE
gleba granitowa	pl	SPACE
gleba górska	pl	SPACE
gleba gliniasta ciężka	pl	SPACE
gleba erodowana	pl	SPACE
gleba delt rzecznych	pl	SPACE
gleba bazaltowa	pl	SPACE
gleba andik	pl	SPACE
gleba alkaliczna	pl	SPACE
głazy narzutowe	pl	SPACE
głaz narzutowy	pl	SPACE
gładyszek mrowiskowy	pl	SPACE
głąb kapuściany	pl	SPACE
gitara akustyczna	pl	SPACE
ginkgo biloba	pl	SPACE
gimnastyka lecznicza	pl	SPACE
gimnastyka artystyczna	pl	SPACE
giez bydlęcy	pl	SPACE
giez bydlęcy duży	pl	SPACE
giełda samochodowa	pl	SPACE
giardia lamblia	pl	SPACE
getto ławkowe	pl	SPACE
gęś zbożowa	pl	SPACE
gesty liturgiczne	pl	SPACE
gęstość prądu elektrycznego	pl	SPACE
gęstość gleby	pl	SPACE
gęstość cząsteczek	pl	SPACE
gęstość cząsteczek (gleba)	pl	SPACE ) (
gęstość cząsteczek (gleba)	pl	) SPACE (
gęstość agregatów	pl	SPACE
gęstość agregatów (gleba)	pl	SPACE ) (
gęstość agregatów (gleba)	pl	) SPACE (
gęsiówka uszkowata	pl	SPACE
gęsiówka hallera	pl	SPACE
gęś białoczelna	pl	SPACE
gereza czarna	pl	SPACE
gerbera jamesona	pl	SPACE
geometria sferyczna	pl	SPACE
geometria nieprzemienna	pl	SPACE
geometria hiperboliczna	pl	SPACE
geometria fraktalna	pl	SPACE
geometria absolutna	pl	SPACE
geologiczne ułożenie warstw	pl	SPACE
geologia podstawowa	pl	SPACE
geologia morza	pl	SPACE
geologia inżynierska	pl	SPACE
geografia wojenna	pl	SPACE
geografia społeczna	pl	SPACE
geocoris punctipes	pl	SPACE
geochemia organiczna	pl	SPACE
genom człowieka	pl	SPACE
genetyka zachowania	pl	SPACE
genetyka roślin	pl	SPACE
genetyka ilościowa	pl	SPACE
genetyczne typy gleb	pl	SPACE
generator pary	pl	SPACE
generator gazowy	pl	SPACE
generator elektryczny	pl	SPACE
general packet radio service	pl	SPACE
generał dywizji	pl	SPACE
generacja rozproszona	pl	SPACE
gender mainstreaming	pl	SPACE
gelsemium sempervirens	pl	SPACE
gaz z łupków	pl	SPACE
gaz zamknięty	pl	SPACE
gazy przemysłowe	pl	SPACE
gazy odlotowe	pl	SPACE
gazy bojowe	pl	SPACE
gaz szlachetny	pl	SPACE
gaz syntezowy	pl	SPACE
gaz świetlny	pl	SPACE
gaz pieprzowy	pl	SPACE
gaz nośny	pl	SPACE
gaz miejski	pl	SPACE
gawial gangesowy	pl	SPACE
gawęda szlachecka	pl	SPACE
gatunek wymierający	pl	SPACE
gatunek rzadki	pl	SPACE
gatunek obcy	pl	SPACE
gatunek literacki	pl	SPACE
gatunek introdukowany	pl	SPACE
gatunek endemiczny	pl	SPACE
gatunek (biologia)	pl	SPACE ( )
gatunek (biologia)	pl	) SPACE (
gatunek autochtoniczny	pl	SPACE
gaszenie pożaru	pl	SPACE
gasterophilus intestinalis	pl	SPACE
gaśnica śniegowa	pl	SPACE
gaśnica pianowa	pl	SPACE
gaśnica halonowa	pl	SPACE
gąska zielonka	pl	SPACE
gardłosz atlantycki	pl	SPACE
gammapatia monoklonalna	pl	SPACE
gameta żeńska	pl	SPACE
gambuzja pospolita	pl	SPACE
gambusia affinis	pl	SPACE
gambit hetmański	pl	SPACE
gałka blada	pl	SPACE
galium aparine	pl	SPACE
galia przedalpejska	pl	SPACE
galgant wielki	pl	SPACE
gałgant chiński	pl	SPACE
gałęzatka kulista	pl	SPACE
galeria handlowa	pl	SPACE
galega orientalis	pl	SPACE
gałązka oliwna	pl	SPACE
galareta whartona	pl	SPACE
gajowiec żółty	pl	SPACE
gadożer zwyczajny	pl	SPACE
gacek szary	pl	SPACE
gacek sardyński	pl	SPACE
gacek brunatny	pl	SPACE
gacek alpejski	pl	SPACE
gąbki wapienne	pl	SPACE
gabinet figur woskowych	pl	SPACE
fuzja przedsiębiorstw	pl	SPACE
fuzja protoplastów	pl	SPACE
fuzja genów	pl	SPACE
fuzja błon	pl	SPACE
fusiformis necrophorus	pl	SPACE
fusarium vasinfectum	pl	SPACE
fusarium subglutinans	pl	SPACE
fusarium solani	pl	SPACE
fusarium solani pisi	pl	SPACE
fusarium solani phaseoli	pl	SPACE
fusarium roseum	pl	SPACE
fusarium raphani	pl	SPACE
fusarium radicis lycopersici	pl	SPACE
fusarium oxysporum pisi	pl	SPACE
fusarium oxysporum phaseoli	pl	SPACE
fusarium niveum	pl	SPACE
fusarium moniliforme	pl	SPACE
fusarium melonis	pl	SPACE
fusarium medicaginis	pl	SPACE
fusarium lycopersici	pl	SPACE
fusarium javanicum	pl	SPACE
fusarium gibbosum	pl	SPACE
fusarium equiseti	pl	SPACE
fusarium elaeidis	pl	SPACE
fusarium dianthi	pl	SPACE
fusarium cucumerinum	pl	SPACE
fusarium cubense	pl	SPACE
fusarium ciceris	pl	SPACE
fusarium cepae	pl	SPACE
fusarium avenaceum	pl	SPACE
fusarium albedinis	pl	SPACE
funt cypryjski	pl	SPACE
funkcje elementarne	pl	SPACE
funkcja zdaniowa	pl	SPACE
funkcja produkcji	pl	SPACE
funkcja monotoniczna	pl	SPACE
funkcja liniowa	pl	SPACE
funkcja cobba-douglasa	pl	SPACE -
funkcja cobba-douglasa	pl	- SPACE
funkcja ciągła	pl	SPACE
funkcja całkowalna	pl	SPACE
fundusz sołecki	pl	SPACE
fundusz socjalny	pl	SPACE
fundusz płac	pl	SPACE
fundusz parasolowy	pl	SPACE
fundusze strukturalne	pl	SPACE
fundusz alimentacyjny	pl	SPACE
fundamentalizm religijny	pl	SPACE
fuga dysocjacyjna	pl	SPACE
front meteorologiczny	pl	SPACE
friuli-wenecja julijska	pl	SPACE -
friuli-wenecja julijska	pl	- SPACE
fretka domowa	pl	SPACE
frekwencja szkolna	pl	SPACE
free jazz	pl	SPACE
fraxinus excelsior	pl	SPACE
frank szwajcarski	pl	SPACE
frankliniella occidentalis	pl	SPACE
frankliniella fusca	pl	SPACE
frank francuski	pl	SPACE
francuski piesek	pl	SPACE
francuski kalendarz rewolucyjny	pl	SPACE
francisella tularensis	pl	SPACE
frakcjonowanie izotopowe	pl	SPACE
fragaria virginiana	pl	SPACE
fragaria chiloensis	pl	SPACE
fragaria ananassa	pl	SPACE
fpc (koncentrat z białka rybnego)	pl	SPACE ) (
fpc (koncentrat z białka rybnego)	pl	) SPACE (
fotosystem 2	pl	SPACE
fotometria płomieniowa	pl	SPACE
fotografia ślubna	pl	SPACE
fotografia artystyczna	pl	SPACE
fotel klubowy	pl	SPACE
fosforek indu	pl	SPACE
fosforany cukrów	pl	SPACE
fosforan nieorganiczny	pl	SPACE
fosforan amonu	pl	SPACE
fosfomonoesteraza zasadowa	pl	SPACE
fosfomonoesteraza kwaśna	pl	SPACE
fosa orkiestrowa	pl	SPACE
forum dyskusyjne	pl	SPACE
fortunella perłowa	pl	SPACE
fortunella margarita	pl	SPACE
fortunella japońska	pl	SPACE
fortunella japonica	pl	SPACE
formowanie wtryskowe	pl	SPACE
formica rufa	pl	SPACE
formica polyctena	pl	SPACE
forma użytkowa	pl	SPACE
forma sonatowa	pl	SPACE
forma potomstwa	pl	SPACE
forma kwadratowa	pl	SPACE
forma drukowa	pl	SPACE
formacja społeczna	pl	SPACE
ford karton	pl	SPACE
fomes lucidus	pl	SPACE
fomes annosus	pl	SPACE
folklor miejski	pl	SPACE
folia z tworzywa sztucznego	pl	SPACE
folia plastikowa	pl	SPACE
folia kompleksowa	pl	SPACE
foksterier szorstkowłosy	pl	SPACE
foka pospolita	pl	SPACE
foka obrączkowana	pl	SPACE
foie gras	pl	SPACE
foeniculum vulgare	pl	SPACE
fobia społeczna	pl	SPACE
f-moll	pl	-
fluorescencyjna hybrydyzacja in situ	pl	SPACE
fluorek sodu	pl	SPACE
fluktuacja kadr	pl	SPACE
flota handlowa	pl	SPACE
flora fizjologiczna	pl	SPACE
floks wiechowaty	pl	SPACE
floks drummonda	pl	SPACE
flet piccolo	pl	SPACE
flammulina velutipes	pl	SPACE
flaming różowy	pl	SPACE
flaming karmazynowy	pl	SPACE
flaming chilijski	pl	SPACE
fizyka teoretyczna	pl	SPACE
fizyczne metody zwalczania	pl	SPACE
fizjologia żywienia	pl	SPACE
fizjologia po zbiorze	pl	SPACE
fizjograficzne typy gleb	pl	SPACE
fitness club	pl	SPACE
fis-moll	pl	-
firma prywatna	pl	SPACE
fiolet goryczki	pl	SPACE
fiolet gencjany	pl	SPACE
fiołek wonny	pl	SPACE
fiołek trójbarwny	pl	SPACE
fiołek rivina	pl	SPACE
fiołek alpejski	pl	SPACE
finlandia zachodnia	pl	SPACE
finlandia wschodnia	pl	SPACE
finlandia południowa	pl	SPACE
finasowanie publiczne	pl	SPACE
finansowanie publiczne	pl	SPACE
filtr środkowoprzepustowy	pl	SPACE
filtr górnoprzepustowy	pl	SPACE
filtr dolnoprzepustowy	pl	SPACE
filtr akustyczny	pl	SPACE
filozofia żydowska	pl	SPACE
filozofia przyrody	pl	SPACE
filozofia prawa	pl	SPACE
filozofia polityczna	pl	SPACE
filozofia nauki	pl	SPACE
filozofia marksistowska	pl	SPACE
filozofia języka	pl	SPACE
filozofia dialogu	pl	SPACE
filologia włoska	pl	SPACE
filologia węgierska	pl	SPACE
filologia ukraińska	pl	SPACE
filologia szwedzka	pl	SPACE
filologia słowiańska	pl	SPACE
filologia serbska	pl	SPACE
filologia rosyjska	pl	SPACE
filologia polska	pl	SPACE
filologia niemiecka	pl	SPACE
filologia łotewska	pl	SPACE
filologia litewska	pl	SPACE
filologia germańska	pl	SPACE
filologia estońska	pl	SPACE
filologia chorwacka	pl	SPACE
filologia białoruska	pl	SPACE
film wojenny	pl	SPACE
film sensacyjny	pl	SPACE
film rysunkowy	pl	SPACE
film psychologiczny	pl	SPACE
film oświatowy	pl	SPACE
film obyczajowy	pl	SPACE
film muzyczny	pl	SPACE
film kryminalny	pl	SPACE
film komediowy	pl	SPACE
film katastroficzny	pl	SPACE
film historyczny	pl	SPACE
film grozy	pl	SPACE
film fabularny	pl	SPACE
film dźwiękowy	pl	SPACE
filet rybny	pl	SPACE
fila brasileiro	pl	SPACE
fikcja literacka	pl	SPACE
figury retoryczne	pl	SPACE
figowiec sykomora	pl	SPACE
figowiec świątnicowy	pl	SPACE
figowiec benjamina	pl	SPACE
ficus religiosa	pl	SPACE
ficus elastica	pl	SPACE
ficus carica	pl	SPACE
ferula assa foetida	pl	SPACE
feromony płciowe	pl	SPACE
fernando de noronha	pl	SPACE
fermentacja w żwaczu	pl	SPACE
fermentacja w stanie stałym	pl	SPACE
fermentacja propionowa	pl	SPACE
fermentacja cytrynowa	pl	SPACE
fermentacja beztlenowa	pl	SPACE
ferma drobiu	pl	SPACE
fenkuł włoski (przyprawa)	pl	SPACE ) (
fenkuł włoski (przyprawa)	pl	) SPACE (
femme fatale	pl	SPACE
faza s	pl	SPACE
faza oralna	pl	SPACE
fatsja japońska	pl	SPACE
fatsia japonica	pl	SPACE
fasolnik mieszany	pl	SPACE
fasolnik chiński (warzywo)	pl	SPACE ) (
fasolnik chiński (warzywo)	pl	) SPACE (
fasolka po bretońsku	pl	SPACE
fasola zwykła (warzywo)	pl	SPACE ) (
fasola zwykła (warzywo)	pl	) SPACE (
fasola zwykła tyczna (warzywo)	pl	SPACE ) (
fasola zwykła tyczna (warzywo)	pl	) SPACE (
fasola zwykła tyczna	pl	SPACE
fasola zwykła karłowa (warzywo)	pl	SPACE ) (
fasola zwykła karłowa (warzywo)	pl	) SPACE (
fasola zwykła karłowa	pl	SPACE
fasola zwyczajna (warzywo)	pl	SPACE ) (
fasola zwyczajna (warzywo)	pl	) SPACE (
fasola złota (warzywo)	pl	SPACE ) (
fasola złota (warzywo)	pl	) SPACE (
fasola wielokwiatowa (warzywo)	pl	SPACE ) (
fasola wielokwiatowa (warzywo)	pl	) SPACE (
fasola tyczna (warzywo)	pl	SPACE ) (
fasola tyczna (warzywo)	pl	) SPACE (
fasola tyczna	pl	SPACE
fasola tyczkowa (warzywo)	pl	SPACE ) (
fasola tyczkowa (warzywo)	pl	) SPACE (
fasola szparagowa (warzywo)	pl	SPACE ) (
fasola szparagowa (warzywo)	pl	) SPACE (
fasola półksiężycowata (warzywo)	pl	SPACE ) (
fasola półksiężycowata (warzywo)	pl	) SPACE (
fasola ostrolistna	pl	SPACE
fasola niska (warzywo)	pl	SPACE ) (
fasola niska (warzywo)	pl	) SPACE (
fasola niska	pl	SPACE
fasola mung (warzywo)	pl	SPACE ) (
fasola mung (warzywo)	pl	) SPACE (
fasola mung	pl	SPACE
fasola limeńska (warzywo)	pl	SPACE ) (
fasola limeńska (warzywo)	pl	) SPACE (
fasola karłowa (warzywo)	pl	SPACE ) (
fasola karłowa (warzywo)	pl	) SPACE (
fasola karłowa	pl	SPACE
fasola flageolet (warzywo)	pl	SPACE ) (
fasola flageolet (warzywo)	pl	) SPACE (
fasola flageolet	pl	SPACE
fasola birmańska	pl	SPACE
fasola biczykowa (warzywo)	pl	SPACE ) (
fasola biczykowa (warzywo)	pl	) SPACE (
fasola biczykowa	pl	SPACE
fasciola hepatica	pl	SPACE
fasciola gigantica	pl	SPACE
farmakologia weterynaryjna	pl	SPACE
farmacja stosowana	pl	SPACE
farby drukarskie	pl	SPACE
farba emulsyjna	pl	SPACE
farba dyspersyjna	pl	SPACE
farba akwarelowa	pl	SPACE
fan club	pl	SPACE
fałszywy trop	pl	SPACE
fałszywy prorok	pl	SPACE
fale sejsmiczne	pl	SPACE
fale morskie	pl	SPACE
fale grawitacyjne	pl	SPACE
fale eteru	pl	SPACE
fale elektromagnetyczne	pl	SPACE
fale akustyczne	pl	SPACE
fałd głosowy	pl	SPACE
fala uderzeniowa	pl	SPACE
fala odbita	pl	SPACE
fala nośna	pl	SPACE
falandyzacja prawa	pl	SPACE
fala elektromagnetyczna	pl	SPACE
fala dźwiękowa	pl	SPACE
fakt prawny	pl	SPACE
fakt prasowy	pl	SPACE
fakt medialny	pl	SPACE
faidherbia albida	pl	SPACE
fagopyrum sagittatum	pl	SPACE
fagopyrum esculentum	pl	SPACE
e-zdrowie	pl	-
exserohilum turcicum	pl	SPACE
ewolucjonizm kulturowy	pl	SPACE
ewidencja ludności	pl	SPACE
ewangeliczni chrześcijanie	pl	SPACE
ewangeliarz peresopnicki	pl	SPACE
eutetranychus orientalis	pl	SPACE
euterpe oleracea	pl	SPACE
e-usługa	pl	-
eurygaster integriceps	pl	SPACE
europejski urząd policji	pl	SPACE
europejski urząd patentowy	pl	SPACE
europejski urząd nadzoru ubezpieczeń i pracowniczych programów emerytalnych	pl	SPACE
europejski urząd nadzoru giełd i papierów wartościowych	pl	SPACE
europejski urząd nadzoru bankowego	pl	SPACE
europejski urząd ds. zwalczania nadużyć finansowych	pl	SPACE .
europejski urząd doboru kadr	pl	SPACE
europejski tytuł egzekucyjny	pl	SPACE
europejski trybunał obrachunkowy	pl	SPACE
europejski system transferu punktów	pl	SPACE
europejski system opisu kształcenia językowego	pl	SPACE
europejski program współpracy w dziedzinie badań naukowo-technicznych	pl	SPACE -
europejski program współpracy w dziedzinie badań naukowo-technicznych	pl	- SPACE
europejski komitet normalizacyjny	pl	SPACE
