ID,lemma,domain,pos,tagcount,source,status,comment,variant,project,owner,error_comment,verb_aspect
35395,"projektor filmowy",3,2,0,1,0,"##K: og. ##D: aparat optyczny przeznaczony do rzutowania obrazów przenikających przez film na ekran projekcyjny. [##P: Wynalezienie pierwszego projektora filmowego przypisywane jest m.in. braciom Lumière.] {##L: http://pl.wikipedia.org/wiki/Projektor_filmowy} <##nDD> ",1,2,Ola.Pawlikowska,NULL,0
36847,"proces poszlakowy",8,2,0,1,0,"##K: specj. ##D: proces odbywający się wyłącznie na podstawie poszlak, gdy oskarżenie nie dysponuje bezpośrednimi dowodami. [##P: ] {##L: } <##nDD>
##A1: 0 ##A2: 0",1,3,,NULL,0
35417,"produkcja zwierząt",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
35428,"układ rozrodczy",5,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
35439,"zwierzę hodowlane",21,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0",1,3,Paulina.Łazarewicz,NULL,0
35444,"ptak egzotyczny",21,2,0,1,0,<##nDD>,1,3,Paulina.Łazarewicz,NULL,0
35505,"inspektorat pracy",26,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
35506,"inspektor szkolny",15,2,0,1,0,"##K: og. ##D: pracownik kuratorium lub władz, którego zadaniem jest kontrola i nadzór nad pracą szkół na jakimś terenie. <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
35507,"inspektor pracy",15,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
35534,"preparat mikroskopowy",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,2,Ola.Pawlikowska,NULL,0
35605,"pocisk odłamkowy",3,2,0,1,0,"##K: specj. ##D: pocisk artyleryjski lub rakietowy, przeznaczony do zwalczania celów energią kinetyczną odłamków, powstałych podczas wybuchu pocisku. [##W: Pocisk odłamkowy ma korpus o grubych ściankach i zawiera stosunkowo niewielką ilość materiału wybuchowego (niski współczynnik napełnienia materiałem wybuchowym).] {##L: http://pl.wikipedia.org/wiki/Pocisk_odłamkowy} <##nDD> ",1,2,Ola.Pawlikowska,NULL,0
35625,"płaca netto",18,2,0,1,0,"##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/P%C5%82aca_netto} <##s> <##nDD>",1,3,Ola.Pawlikowska,NULL,0
35626,"płaca brutto",18,2,0,1,0,"##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/P%C5%82aca_brutto} <##s> <##nDD>",1,3,Ola.Pawlikowska,NULL,0
35773,"oddział karny",11,2,0,1,0,"##K: og. ##D: szczególna jednostka wojskowa, do której wysyłani są żołnierze ukarani dyscyplinarnie. <##DD> <##nDD>",1,3,ewa.gwiazdecka,NULL,0
35774,"oddział septyczny",12,2,0,1,0,"##K: og. ##D: oddział szpitalny, na którym umieszcza się pacjentów z chorobami zakaźnymi. <##DD> <##nDD>",1,3,ewa.gwiazdecka,NULL,0
35858,"połykacz ognia",15,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
35949,"łopata wirnika nośnego",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
36305,"jednostka czasu",25,2,0,1,0,"##K: og. ##D: jednostka miary czasu - wielkości fizycznej określającej kolejność zdarzeń oraz odstępy między zdarzeniami zachodzącymi w tym samym miejscu. <##nDD>",1,3,ewa.gwiazdecka,NULL,0
36175,"opory ruchu",20,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Marek.Maziarz,NULL,0
36176,"siły oporu",20,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Marek.Maziarz,NULL,0
36177,"siła oporu",20,2,0,1,0,"##K: specj. {##L: http://pl.wikipedia.org/wiki/Op%C3%B3r_ruchu} <##nDD>",1,3,Marek.Maziarz,NULL,0
36178,"opór ruchu",20,2,0,1,0,"##K: specj. {##L: http://pl.wikipedia.org/wiki/Op%C3%B3r_ruchu} <##nDD>",1,3,Marek.Maziarz,NULL,0
36204,"pas ruchu",12,2,0,1,0,"##K: og. {##L: http://pl.wikipedia.org/wiki/Pas_ruchu} <##nDD>",1,3,Ola.Pawlikowska,NULL,0
36207,"pas przybrzeżny wód",12,2,0,1,0,"##K: specj. ##D: pas wód morskich przylegających do wybrzeży lub wód wewnętrznych danego państwa, stanowiący integralną część jego terytorium, ze wszystkimi wynikającymi z tego konsekwencjami prawno-administracyjnymi. [##P: Początkowo pas przybrzeżny wód wynosił ok. 3 mil morskich, obecnie liczy ich 12 (z wyjątkiem wąskich cieśnin).] <##nDD>",1,3,Ola.Pawlikowska,NULL,0
36226,"papier gładzony",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
36310,"ogórek konserwowy",10,2,0,1,0,"##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Og%C3%B3rek_konserwowy <##nDD> ",1,3,ewa.gwiazdecka,NULL,0
36325,"teologia chrześcijańska",6,2,0,1,0,"##K: og. ##D: nauka zajmująca się chrześcijańskimi prawdami objawionymi przez Boga. [##P: ] {##L: } <##nDD>",1,3,ewa.gwiazdecka,NULL,0
36359,"budynek sakralny",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,3,Marek.Maziarz,NULL,0
36446,"poród naturalny",8,2,0,1,0,"##K: og. ##D: szereg następujących po sobie procesów mających na celu wydalenie z macicy wszystkich elementów jaja płodowego (płodu, płynu owodniowego oraz popłodu). [##P: ] {##L: http://pl.wikipedia.org/wiki/Por%C3%B3d_naturalny} <##nDD>",1,3,ewa.gwiazdecka,NULL,0
36449,"poród fizjologiczny",8,2,0,1,0,"##K: specj. ##D: szereg następujących po sobie procesów mających na celu wydalenie z macicy wszystkich elementów jaja płodowego (płodu, płynu owodniowego oraz popłodu). [##P: ] {##L: http://pl.wikipedia.org/wiki/Por%C3%B3d_naturalny} <##nDD>",1,3,ewa.gwiazdecka,NULL,0
36453,"dno lasu",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,ewa.gwiazdecka,NULL,0
36473,"pył radioaktywny",14,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,3,Paulina.Łazarewicz,NULL,0
36484,"pył kosmiczny",14,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
36500,"odtwarzacz CD",3,2,0,1,0,"##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Odtwarzacz_CD} <##nDD>",1,2,ewa.gwiazdecka,NULL,0
36579,"sąd przysięgłych",26,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
36639,"oddział liniowy",11,2,0,1,0,"##K: og. ##D: oddział walczący na linii frontu. <##DD> <##nDD>",1,3,ewa.gwiazdecka,NULL,0
36644,"przewód habilitacyjny",7,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Ola.Pawlikowska,NULL,0
36659,"właściciel ziemski",15,2,0,1,0,"##K: og. ##D: szlachcic, który posiadał ziemię. [##W: W okolicy już w średniowieczu znajdował się folwark właściciela ziemskiego z Wielkiej Łomnicy, zniszczony najprawdopodobniej w pożarze na początku XV wieku.] <##nDD> ##A1: 0 ##A2: 0",1,2,ewa.gwiazdecka,NULL,0
36806,"przekrój terenu",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
36813,"protokół rozbieżności",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,,NULL,0
36814,"protokół zdawczo-odbiorczy",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,,NULL,0
36818,"promieniowanie neutronowe",16,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,3,,NULL,0
36987,"przyrząd gimnastyczny",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
36998,"szef gabinetu",15,2,0,1,0,"##K:  ##D: . [##P: ] {##L: }  <##nDD> ##A1: 0 ##A2: 0",1,2,Paulina.Łazarewicz,NULL,0
36999,"szef rządu",15,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0 ##A2: 0",1,2,Paulina.Łazarewicz,NULL,0
37000,"szef Rady Ministrów",15,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0 ##A2: 0",1,2,Paulina.Łazarewicz,NULL,0
37043,"pożeracz damskich serc",15,2,0,1,0,"##K: og. ##D: uwodziciel. <##nDD> ##A1: {smutek, złość; krzywda, błąd} - s [Mam nadzieję, że ten pożeracz damskich serc będzie kiedyś cierpiał jak my.] ##A2: {smutek, złość, strach; krzywda, błąd, nieszczęście} - s [Romanse pełne są naiwnych marzycielskich kobiet i bezwzględnych pożeraczy damskich serc.]",1,2,Paulina.Łazarewicz,NULL,0
37515,"upośledzony umysłowo",15,2,0,1,0,"##K: og. ##D: człowiek niepełnosprawny umysłowo, intelektualnie. [##P: ] {##L: } <##nDD>
##A1: 0",1,2,Paulina.Łazarewicz,NULL,0
37563,"internacjonalizm proletariacki",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,ewa.gwiazdecka,NULL,0
37596,"przyrząd sportowy",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
37687,"pancernik obrony wybrzeża",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Maciej.Piasecki,NULL,0
37733,"pozycja siedząca",2,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,3,Ola.Pawlikowska,NULL,0
38030,"połykacz noży",15,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
38037,"lokalizator uszkodzeń",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
38053,"kino non stop",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
38055,"kino familijne",6,2,0,1,0,"##K: og. ##D: filmy, które mogą oglądać zarówno dorośli, jak i dzieci; najczęściej są to filmy przygodowe, animowane. [##P: "Shrek" jest dobrym przykładem kina familijnego - każdy znajdzie tutaj coś dla siebie, dzieci będą śmiać się do rozpuku, a i dorośli nie będą się nudzić.] {##L: } <##nDD> ",1,3,Paulina.Łazarewicz,NULL,0
38125,"zabawa dziecięca",4,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,3,Ola.Pawlikowska,NULL,0
38301,"ul ramowy",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Ola.Pawlikowska,NULL,0
38665,"śpiew kościelny",7,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Ola.Pawlikowska,NULL,0
38855,"przekształcenie własnościowe",18,2,0,1,0,"##K: specj. ##D: proces zmiany formy własności (najczęściej w odniesieniu do przedsiębiorstw i nieruchomości). {##L: https://pl.wikipedia.org/wiki/Przekszta%C5%82cenia_w%C5%82asno%C5%9Bciowe} <##nDD>",1,3,Agnieszka.Dziob,NULL,0
38893,"narzędzie medyczne",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> ",1,2,Ola.Pawlikowska,NULL,0
38976,"poduszka elektryczna",3,2,0,1,0,"##K: og. ##D: poduszka rozgrzewająca dzięki zasilaniu elektrycznemu. [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
39004,"biały chleb",10,2,0,1,0,"##K: og. ##D: odmiana chleba, przeciwieństwo chleba razowego, wytwarzana z tzw. białej mąki. [##P: Na śniadanie jedliśmy kanapki z białego chleba.] <##DD> <##nDD> ",1,3,Ola.Pawlikowska,NULL,0
39140,"narzędzie do szycia",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,2,Ola.Pawlikowska,NULL,0
39168,"liczba w działaniu",20,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
40760,"gra w ciemno",8,2,0,1,0,"##K: książk. ##D: robić coś, co jest związane z ryzykiem. <##nDD> ##A1: {radość, smutek, złość; użyteczność, szczęście, nieużyteczność, błąd, nieszczęście} amb [Ta eskapada była grą w ciemno, ale było warto.] [Zwariowałeś?! Podjęcie takiej strategii marketingowej to gra w ciemno- możemy wszystko stracić!]",1,3,Paulina.Łazarewicz,NULL,0
39590,"przyśpieszenie stałe",6,2,0,1,0,"##K: specj. ##D: rodzaj przyśpieszenia. [##P: ] {##L: } <##nDD>",1,3,Marek.Maziarz,NULL,0
39603,"ruch ze zmiennym przyśpieszeniem",6,2,0,1,0,"nauk., fiz. <##nDD>",1,3,Marek.Maziarz,NULL,0
39607,"ruch po okręgu",6,2,0,1,0,"##K: specj. ##D: ruch krzywoliniowy po torze o kształcie okręgu. [##P: ] {##L: } <##nDD>",1,3,Marek.Maziarz,NULL,0
39839,"lęk przestrzeni",9,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>
##A1: {strach; nieszczęście} - m [Ze względu na lęk przestrzeni ograniczała swoje podróże do zwiedzania muzeów i galerii.]",1,3,Ola.Pawlikowska,NULL,0
39944,"lokomotywa parowa",3,2,0,1,0,"##K: og. ##D: lokomotywa poruszana pracą silnika parowego. {##L: http://pl.wikipedia.org/wiki/Lokomotywa_parowa} <##nDD>",1,2,Jan.Wieczorek,NULL,0
39950,"lokomotywa spalinowa",3,2,0,1,0,"##K: specj. ##D: lokomotywa napędzana silnikiem spalinowym, zazwyczaj czterosuwowym (czasem dwusuwowym np. ST44) silnikiem Diesla. [##W: Lokomotywy spalinowe innych przewoźników najczęściej oznaczane są wg oznaczeń fabrycznych lub dziedziczą po poprzednich użytkownikach, np. S200, T448p, 060Da (=ST43 PKP), TEM2 (=SM48 PKP), CTLR4C (=ST44 PKP), M62 (=ST44 PKP), 401Da, Ls1200p (=SM31 PKP).] {##L: http://pl.wikipedia.org/wiki/Lokomotywa_spalinowa} <##nDD>",1,2,Jan.Wieczorek,NULL,0
39953,"lokomotywa elektryczna",3,2,0,1,0,"##K: og. ##D: lokomotywa zasilana energią elektryczną z zewnętrznego źródła, wyposażona w silnik lub silniki elektryczne. [##P: ] {##L: http://pl.wikipedia.org/wiki/Lokomotywa_elektryczna} <##nDD>",1,2,Jan.Wieczorek,NULL,0
39955,"miejsce zatrudnienia",12,2,0,1,0,"##K: og. ##D: miejsce, w którym ktoś pracuje, zakład, instytucja itp., które zatrudniają danego pracownika. [##P: Zmieniałam miejsce zatrudnienia aż siedem razy i nigdzie nie czułam się dobrze.] <##nDD>",1,3,Justyna.Ławniczak,NULL,0
39962,"zakład pracy",12,2,0,1,0,"##K: og. ##D: miejsce, w którym ktoś pracuje, zakład, instytucja itp., które zatrudniają danego pracownika. [##P: Zmieniałam zakład pracy aż siedem razy i nigdzie nie czułam się dobrze.] <##nDD>",1,3,Justyna.Ławniczak,NULL,0
39963,"pomieszczenie techniczne",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,3,Jan.Wieczorek,NULL,0
40180,"chłopcy z lasu",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Ola.Pawlikowska,NULL,0
109634,"demokracja przedstawicielska",26,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Justyna.Ławniczak,NULL,0
40347,"dzieło epickie",7,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Marek.Maziarz,NULL,0
40348,"utwór epicki",7,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,3,Marek.Maziarz,NULL,0
40352,"miejsce zebrań",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
40379,"przyrząd elektryczny",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
40391,"przemiana jądrowa",19,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Ola.Pawlikowska,NULL,0
40418,"trzymać ster rządów",39,1,0,1,0,"<##nDD> <##VLC: CZ>",1,3,Paulina.Łazarewicz,NULL,2
40419,"mieć władzę",39,1,0,1,0,"brak danych <##nDD> <##VLC: CZ>",1,3,Paulina.Łazarewicz,NULL,2
40420,"sprawować rządy",39,1,0,1,0,"brak danych <##nDD> <##VLC: CZ>",1,3,Paulina.Łazarewicz,NULL,2
40438,"prowadzić na pasku",39,1,0,1,0,"przen. <##nDD> <##VLC: DZn>",1,3,Paulina.Łazarewicz,NULL,2
40481,"wada wzroku",4,2,0,1,0,"##K: og. ##D: niezdolność oka do tworzenia prawidłowo zogniskowanego obrazu na plamce żółtej lub centralnej części siatkówki. [##P: Moja wada wzroku to minus 4.] {##L: https://pl.wikipedia.org/wiki/Wada_wzroku} <##DS> <##nDD>",1,3,Ola.Pawlikowska,NULL,0
40554,"samochód pożarniczy",3,2,0,1,0,"##K: og. ##D: specjalnie oznakowany i przygotowany samochód używany przez straż pożarną albo inną jednostkę ochrony przeciwpożarowej do udziału w akcjach ratowniczo-gaśniczych lub innych działaniach statutowych. [##P: ] {##L: http://pl.wikipedia.org/wiki/Samoch%C3%B3d_po%C5%BCarniczy} <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
40674,"rekwizyt do gry",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
40697,"gaz elektronowy Fermiego",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
40704,"ditlenek węgla",24,2,0,1,0,"##K: specj. ##D: nieorganiczny związek chemiczny z grupy tlenków, w którym węgiel występuje na IV stopniu utlenienia. [##W: W 2005 roku William Ruddiman, analizując dane pochodzące z rdzenia lodowego ze stacji Wostok, zwrócił uwagę na fakt, iż naturalna tendencja spadkowa stężenia ditlenku węgla i metanu, jaką można zaobserwować podczas kilku poprzednich interglacjałów, została zachwiana już kilka tysięcy lat temu.] {##L: http://pl.wikipedia.org/wiki/Dwutlenek_w%C4%99gla} <##nDD>",1,3,ewa.gwiazdecka,NULL,0
40752,"ptak śpiewający",21,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,3,ewa.gwiazdecka,NULL,0
40772,"przemysł rozrywkowy",18,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,3,Paulina.Łazarewicz,NULL,0
40773,"small business",18,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
40806,"styl bycia",23,2,0,1,0,"##K: og. ##D: typowy dla kogoś sposób zachowania, postawa wobec innych. [##P: Jego styl bycia budził od wielu lat mnóstwo kontrowersji.] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
40807,"sposób bycia",23,2,0,1,0,"##K: og. ##D: typowy dla kogoś sposób zachowania, postawa wobec innych. [##P: Oddawanie moczu do zlewu doskonale wpisywało się w jego sposób bycia.] {##L: } <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
40818,"roślina doniczkowa",17,2,0,1,0,"##K: og. ##D: roślina ozdobna uprawiana w różnego rodzaju naczyniach w pomieszczeniach zamkniętych. {##L: http://pl.wikipedia.org/wiki/Ro%C5%9Blina_doniczkowa} <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
40821,"ruch hippisowski",11,2,0,1,0,"##K: og. ##D: kontrkultura kontestacyjna II połowy lat 60. i początku lat 70. XX wieku proklamująca bunt młodych przeciwko światu dorosłych i jego instytucjom. [##P: ] {##L: http://pl.wikipedia.org/wiki/Ruch_hippisowski} <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
40905,"pylica krzemowa płuc",19,2,0,1,0,"##K: specj. ##D: silicosis - pylica płuc, powstająca w następstwie wdychania pyłu krzemionki krystalicznej. [##P: ] {##L: } <##nDD>",1,3,Ola.Pawlikowska,NULL,0
40916,"skrzywienie kręgosłupa",4,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Ola.Pawlikowska,NULL,0
41008,"urządzenie sanitarne",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41069,"maszyna rolnicza",3,2,0,1,0,"##K: og. ##D: maszyna używana w rolnictwie. [##W: Kontynuatorem 100-letniej tradycji maszyn rolniczych byłej Fabryki Maszyn Rolniczych "AGROMET-Kraj" jest obecnie KRAJ Sp. z o.o. będący jedną z fabryk Grupy Kapitałowej Unia.] <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41171,"przetwornik elektroakustyczny",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41173,"przetwornik elektromagnetyczny",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,2,Ola.Pawlikowska,NULL,0
366670,"nóż bojowy",3,2,0,1,0,"##K: og. ##D: nóż zbliżony kształtem do sztyletu lub bagnetu, używany do walki wręcz. {##L: http://pl.wikipedia.org/wiki/N%C3%B3%C5%BC_bojowy} <##nDD> ##A1: 0",1,2,Marek.Maziarz,NULL,0
41284,"narzędzie tortur",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41286,"marka samochodu",7,2,0,1,0,"brak danych <##nDD>",1,3,Paulina.Łazarewicz,NULL,0
41326,"przyrząd nawigacyjny",3,2,0,1,0,"##K: og. ##D: przyrząd urzywany do nawigacji, określania położenia. [##W: Sekstant to używany w przeszłości przyrząd nawigacyjny, pozwalający określać pozycję ciał niebieskich.] <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41392,"naczynie ozdobne",3,2,0,1,0,"##K: og. ##D: zdobione naczynie, pełniące funkcję użytkową lub służące jedynie do dekoracji. [##P: W średniowieczu serpentynity służyły do produkcji naczyń ozdobnych.] <##s> <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
41401,"naczynie obrzędowe",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,2,Paulina.Łazarewicz,NULL,0
42006,"pędnik o napędzie mechanicznym",3,2,0,1,0,"##K: specj. ##D: urządzenie zamieniające energię dostarczoną z silnika napędowego na siłę poruszającą jednostkę pływającą. <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41482,"granatnik PIAT",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41536,"przyrząd astronomiczny",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,2,Ola.Pawlikowska,NULL,0
41577,"urządzenie przemysłowe",3,2,0,1,0,"##K: og. ##D: urządzenie wykorzystywane do pracy przemysłowej. <##s> <##nDD> ",1,2,Ola.Pawlikowska,NULL,0
41640,"karabin przeciwpancerny",3,2,0,1,0,"##K: og. ##D: odmiana karabinu o kalibrze do 20 mm, zaprojektowana do zwalczania czołgów i innych pojazdów pancernych. [##P: ] {##L: http://pl.wikipedia.org/wiki/Karabin_przeciwpancerny} <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41649,"przyrząd elektronowy",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,2,Ola.Pawlikowska,NULL,0
41703,"broń lufowa",3,2,0,1,0,"##K: specj. ##D: broń, w której do napędu pocisku zastosowano lufowy układ miotający. {##L: http://pl.wikipedia.org/wiki/Bro%C5%84_lufowa} <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41707,"przyrząd pokładowy",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Ola.Pawlikowska,NULL,0
41720,"bezwodnik kwasu organicznego",24,2,0,1,0,"##K: specj. ##D: związek organiczny składający się z dwóch grup acylowych połączonych mostkiem tlenowym. [##P: ] {##L: } <##nDD>",1,3,ewa.gwiazdecka,NULL,0
41737,"tetraboran sodu",24,2,0,1,0,"##K: specj. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Tetraboran_sodu} <##nDD>",1,3,ewa.gwiazdecka,NULL,0
41786,"łódź towarzysząca",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
41799,"przędza zgrzebna",3,2,0,1,0,"##K: specj. ##D: przędza wytwarzana w sposób zgrzebny. [##P: ] {##L: } <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
41816,"włókno sztuczne",3,2,0,1,0,"##K: og. ##D: włókno chemiczne, które jest wytwarzane w procesie technologii chemicznej, modyfikującej strukturę naturalnych biopolimerów lub surowców mineralnych. [##W: PA-6 wciąż jest stosowany na masową skalę jako włókno sztuczne i lite tworzywa sztuczne w miejscach, gdzie nie są potrzebne szczególnie dobre właściwości mechaniczne i nie ma zbyt wilgotnego środowiska.] <##nDD>",1,2,Paulina.Łazarewicz,NULL,0
41829,"węglowodór nienasycony",24,2,0,1,0,"##K: specj.
##D:  organiczny związek chemiczny będący węglowodorem zawierającym jedno lub kilka wiązań wielokrotnych (podwójnych lub potrójnych). [##W: Diacetylen (znany także jako butadiyn), o wzorze sumarycznym C4H2, jest wysoce nienasyconym węglowodorem, cząsteczka którego zawiera trzy wiązania pojedyncze i dwa wiązania potrójne.] <##nDD>",1,3,ewa.gwiazdecka,NULL,0
41962,"izotop wodoru",24,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,ewa.gwiazdecka,NULL,0
42005,"pędnik o napędzie mięśniowym",3,2,0,1,0,"##K: specj. ##D: urządzenie zamieniające siłę mięśni na siłę poruszającą jednostkę pływającą. <##nDD>",1,2,Ola.Pawlikowska,NULL,0
42134,"technika graficzna",6,2,0,1,0,"##K: og. ##D: technika wykonywania odbitek graficznych lub orginalnych dzieł graficznych. [##W: Wycinanka, jako technika graficzna, rządzi się pewnymi prawami; dwa podstawowe, których trzeba przestrzegać w fazie projektowania, to takie prowadzenie linii, aby wszystko było połączone, a jednocześnie aby wycinanka nie zatraciła samej treści.] <##nDD>",1,3,Ola.Pawlikowska,NULL,0
42196,"taniec dworski",2,2,0,1,0,"##K: og. {##L: http://pl.wikipedia.org/wiki/Taniec_dworski} <##nDD> ",1,3,Ola.Pawlikowska,NULL,0
42371,"silva rerum",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,3,Ola.Pawlikowska,NULL,0
